parent_id,department,parent_name,sub_name,b2024,b2025,b2026
147,과학기술정보통신부,스마트팜 다부처 패키지 혁신기술개발(R&D),차세대 융합·원천기술 연구,3617.0,4314.0,4464.0
148,과학기술정보통신부,신종 보이스피싱 조기탐지 기술개발(R&D),신종보이스피싱 조기탐지기술개발,,4500.0,5000.0
149,과학기술정보통신부,실세계능동형에이전틱AI기술개발(R&D),실세계능동행동형에이전틱AI기술개발,,,6000.0
150,과학기술정보통신부,연합학습 기반 신약개발 가속화 프로젝트(K-MELLO…,연합학습기반신약개발가속화프로젝트,475.0,800.0,800.0
150,과학기술정보통신부,연합학습 기반 신약개발 가속화 프로젝트(K-MELLO…,연합학습 플랫폼활용활성화지원,750.0,2250.0,3750.0
151,과학기술정보통신부,오픈랜실증단지조성,오픈랜실증단지조성,980.0,3925.0,3466.0
152,과학기술정보통신부,온디바이스AI기반자율협업IoT및디바이스핵심기술…,온디바이스AI기반자율협업IoT핵심기술개발,,5669.0,5750.0
152,과학기술정보통신부,온디바이스AI기반자율협업IoT및디바이스핵심기술…,개인정보보호기반지능형홈핵심기술개발,,3000.0,4000.0
153,과학기술정보통신부,우편물류기술연구개발(R&D),우편·물류 자동화설비 정보통합  표준화 인터페이스 개발,,,825.0
154,과학기술정보통신부,울산과학기술원 연구 운영비 지원(R&D),울산과학기술원 연구 운영비 지원(R&D),85922.0,97660.0,126289.0
155,과학기술정보통신부,융합서비스 글로벌시장 진출지원,DNA 대·중소 파트너십 동반진출,3178.0,3178.0,4465.0
155,과학기술정보통신부,융합서비스 글로벌시장 진출지원,DNA 융합 제품 서비스 해외 진출 지원,1585.0,1085.0,1085.0
155,과학기술정보통신부,융합서비스 글로벌시장 진출지원,디지털 혁신기업 글로벌 성장 바우처지원,3000.0,3000.0,3000.0
155,과학기술정보통신부,융합서비스 글로벌시장 진출지원,AI-반도체 해외실증 지원,,10800.0,21600.0
155,과학기술정보통신부,융합서비스 글로벌시장 진출지원,AI·디지털전환 혁신기업 해외실증 지원,,1600.0,4000.0
155,과학기술정보통신부,융합서비스 글로벌시장 진출지원,AI·디지털 비즈니스 파트너십 구축,,3000.0,3000.0
155,과학기술정보통신부,융합서비스 글로벌시장 진출지원,K-테크 파이오니어즈,,,8000.0
155,과학기술정보통신부,융합서비스 글로벌시장 진출지원,"현지영업망구축, 고객관리등",2.0,,11.0
155,과학기술정보통신부,융합서비스 글로벌시장 진출지원,"시장검증, 사업개발(상업화), 영업/마케팅",,,
155,과학기술정보통신부,융합서비스 글로벌시장 진출지원,"매연저감, 그린수소발생장치등공동개발및현지영업",4.0,,12.0
155,과학기술정보통신부,융합서비스 글로벌시장 진출지원,현지공공/대형고객영업/마케팅등,5.0,,12.0
155,과학기술정보통신부,융합서비스 글로벌시장 진출지원,"현지영업/마케팅, 판로개척",6.0,,12.0
155,과학기술정보통신부,융합서비스 글로벌시장 진출지원,메타버스플랫폼개발관련공동개발(스마트팩토리등공정관련),7.0,,12.0
155,과학기술정보통신부,융합서비스 글로벌시장 진출지원,"교육키트용임베디드칩현지개발및납품, 정부교육사업공동참여수주",8.0,,12.0
155,과학기술정보통신부,융합서비스 글로벌시장 진출지원,"의료용무인석션솔루션판로개척(환자모니터링, 데이터기반제어)",9.0,,12.0
155,과학기술정보통신부,융합서비스 글로벌시장 진출지원,"유전자가위, 분자진단키트공동개발",10.0,,12.0
155,과학기술정보통신부,융합서비스 글로벌시장 진출지원,디지털숙박생태계영업망구축,2024.0,,
155,과학기술정보통신부,융합서비스 글로벌시장 진출지원,국내 우수기술 기업의 쿠웨이트 현지 사업화 과정 내 시너지 창출이 가능한 분야 검토(2.16.),,,
155,과학기술정보통신부,융합서비스 글로벌시장 진출지원,국내 기업과 스웨덴 기업의 기술 및 협업 가능 분야에 대한 논의(3.13.),,,
156,과학기술정보통신부,의료 AI 반도체 전문인력 양성센터 구축,의료 AI반도체 전후방 엔지니어 육성,1300.0,1022.0,1703.0
156,과학기술정보통신부,의료 AI 반도체 전문인력 양성센터 구축,의료 AI반도체 교육·연구 플랫폼 구축,1700.0,1900.0,2375.0
157,과학기술정보통신부,의료AI혁신생태계조성(닥터앤서3.0),의료AI혁신생태계,,10400.0,10400.0
158,과학기술정보통신부,인간-AI 협업형 LAM 개발·글로벌 실증(R&D),인간-AI 협업형LAM개발·글로벌 실증,,,66666.0
159,과학기술정보통신부,인간인지기반 AI 핵심원천기술개발(R&D),인간인지기반AI핵심원천기술개발(R&D),,,10000.0
160,과학기술정보통신부,인간지향적차세대도전형AI기술개발(R&D),창의도전R&D,,2300.0,3000.0
160,과학기술정보통신부,인간지향적차세대도전형AI기술개발(R&D),핵심전략R&D,,3750.0,4000.0
161,과학기술정보통신부,인공지능 신뢰성 혁신 실증사업,인공지능 신뢰성 혁신 실증사업,,,1000.0
162,과학기술정보통신부,인공지능반도체SW통합플랫폼기술개발(R&D),통합플랫폼기술개발,,,8800.0
162,과학기술정보통신부,인공지능반도체SW통합플랫폼기술개발(R&D),(R&D),,,
163,과학기술정보통신부,인공지능융합혁신인재양성(R&D),인공지능융합혁신인재양성,10500.0,13500.0,6000.0
163,과학기술정보통신부,인공지능융합혁신인재양성(R&D),인공지능혁신인재양성,,,15000.0
164,과학기술정보통신부,인공지능첨단유망기술개발(R&D),AI기반과학·공공난제해결,3667.0,3000.0,4000.0
164,과학기술정보통신부,인공지능첨단유망기술개발(R&D),AI기반산업난제해결,3333.0,3300.0,2000.0
165,과학기술정보통신부,자율주행 기술개발 혁신사업(R&D),자율주행기술개발혁신사업(R&D),29475.0,21302.0,14125.0
166,과학기술정보통신부,자율행동체 온디바이스 응용 지원 핵심기술개발(R&D),자율행동체온디바이스응용지원핵심기술개발,,,6000.0
167,과학기술정보통신부,재난안전혁신기술개발(R&D),실시간해저재해감시기술개발,1600.0,1600.0,1600.0
167,과학기술정보통신부,재난안전혁신기술개발(R&D),고기능성소화탄및무인능동진압기술개발,1000.0,1500.0,1500.0
167,과학기술정보통신부,재난안전혁신기술개발(R&D),국민생활안전긴급대응연구(2단계),,2225.0,4375.0
167,과학기술정보통신부,재난안전혁신기술개발(R&D),리튬기반 배터리 제조소 및 저장·취급 시설 안전을 위한 기술개발,,1250.0,1250.0
167,과학기술정보통신부,재난안전혁신기술개발(R&D),재난안전플랫폼 기술개발,900.0,500.0,
168,과학기술정보통신부,저궤도 군집 위성통신용 지능형 지상국 핵심기술 개…,저궤도 군집 위성통신용 지능형지상국 핵심기술 개발,4960.0,4000.0,3860.0
169,과학기술정보통신부,전국민 AI활용서비스 개발환경 조성,온라인 통합 개발환경 구현,,,7900.0
169,과학기술정보통신부,전국민 AI활용서비스 개발환경 조성,AI라운지 거점 운영,,,4600.0
170,과학기술정보통신부,"정보보호핵심원천기술개발(R&D,정보화)",데이터 및 네트워크보호 기술개발,46636.0,33736.0,42090.0
170,과학기술정보통신부,"정보보호핵심원천기술개발(R&D,정보화)",취약점 대응 및 신산업 융합보호 기술개발,37294.0,34799.0,37616.0
170,과학기술정보통신부,"정보보호핵심원천기술개발(R&D,정보화)",공공서비스 보호강화,15320.0,15838.0,11803.0
170,과학기술정보통신부,"정보보호핵심원천기술개발(R&D,정보화)",사이버보안 국제협력기반 기술개발,8320.0,14962.0,15906.0
171,과학기술정보통신부,정보통신 기반보호 강화(정보화),주요정보통신기반시설 정보보호체계강화,2635.0,4277.0,1558.0
171,과학기술정보통신부,정보통신 기반보호 강화(정보화),주요정보통신기반시설 신규지정 및인식제고,228.0,228.0,228.0
171,과학기술정보통신부,정보통신 기반보호 강화(정보화),정보보호 관리체계인증제도 운영,2136.0,2495.0,1995.0
171,과학기술정보통신부,정보통신 기반보호 강화(정보화),ICT중소기업 정보보호 안전망 확충,8880.0,8956.0,8956.0
171,과학기술정보통신부,정보통신 기반보호 강화(정보화),AI기반 보안기술 보유유망기업 집중육성,6873.0,4311.0,3811.0
171,과학기술정보통신부,정보통신 기반보호 강화(정보화),정보보호 체계정비및 수준제고,703.0,491.0,528.0
171,과학기술정보통신부,정보통신 기반보호 강화(정보화),지역 거점 정보보호 클러스터,3900.0,5030.0,7530.0
171,과학기술정보통신부,정보통신 기반보호 강화(정보화),아파트 정보보호 안전망 확충,630.0,442.0,
173,과학기술정보통신부,제조업 AI융합 기반 조성,제조업 AI융합,,10000.0,9874.0
173,과학기술정보통신부,제조업 AI융합 기반 조성,기반 조성,,,1.0
174,과학기술정보통신부,지능형 홈 산업 육성,지능형 홈 실증 확산,2500.0,2500.0,1960.0
174,과학기술정보통신부,지능형 홈 산업 육성,지능형 홈 기반 조성,1400.0,1400.0,1400.0
175,과학기술정보통신부,지속가능한 데이터센터 산업 발전 지원,지속가능한 데이터센터 산업 발전 지원,,9500.0,5250.0
175,과학기술정보통신부,지속가능한 데이터센터 산업 발전 지원,친환경 그린 등 데이터센터 산업 활성화 기반 조성(‘26년부터 사업이관),,,
176,과학기술정보통신부,지역거점 AX혁신기술개발(R&D),첨단 바이오 제품표준AX 제조 공정,,,2630.0
176,과학기술정보통신부,지역거점 AX혁신기술개발(R&D),바이오·헬스케어 특화 AI·SW 기술개발,,,1100.0
176,과학기술정보통신부,지역거점 AX혁신기술개발(R&D),표준 AX 활용 바이오제품개발,,,2200.0
176,과학기술정보통신부,지역거점 AX혁신기술개발(R&D),휴머노이드 특화 AX 핵심기술 개발,,,4920.0
176,과학기술정보통신부,지역거점 AX혁신기술개발(R&D),기획평가관리비,170.0,,170.0
176,과학기술정보통신부,지역거점 AX혁신기술개발(R&D),세계를 이끄는 혁신경제,,,
176,과학기술정보통신부,지역거점 AX혁신기술개발(R&D),국가 AI 대전환 및 글로벌 AI 기본사회 실현,,,
177,과학기술정보통신부,지역디지털 인재양성,ICT이노베이션스퀘어조성,33816.0,31382.0,30222.0
177,과학기술정보통신부,지역디지털 인재양성,정보소외지역SW교육지원강화,20400.0,17767.0,15390.0
177,과학기술정보통신부,지역디지털 인재양성,경북53이노베이션아카데미,,6950.0,9355.0
177,과학기술정보통신부,지역디지털 인재양성,광주인공지능 사관학교,,4200.0,10500.0
177,과학기술정보통신부,지역디지털 인재양성,SW마이스터고지원,,,3000.0
177,과학기술정보통신부,지역디지털 인재양성,지역산업SW인재양성기반조성,,698.0,628.0
178,과학기술정보통신부,지역특화 AI 공간컴퓨팅 육성사업,지역주도 선도 프로젝트,,,1500.0
179,과학기술정보통신부,차세대 AI+S&T 기반 기술개발(R&D),차세대 AI+S&T 기반 기술개발(R&D),,,2000.0
180,과학기술정보통신부,차세대 네트워크 AI파운데이션 모델(NFM) 개발(R&D),차세대 네트워크 AI파운데이션모델(NFM)개발(R&D),,,4000.0
181,과학기술정보통신부,차세대 네트워크 선도 연구시험망 구축운영(R&D),차세대 네트워크 선도 연구시험망 구축운영(R&D),9000.0,9000.0,11500.0
182,과학기술정보통신부,차세대 특화망 융합산업 활성화 기반구축,장비‧단말 검증체계 구축,,,250.0
182,과학기술정보통신부,차세대 특화망 융합산업 활성화 기반구축,기술 실증 및 도입지원,,,600.0
182,과학기술정보통신부,차세대 특화망 융합산업 활성화 기반구축,추가 주파수 이용기반 조성,,,150.0
183,과학기술정보통신부,차세대 네트워크(6G)산업 기술개발(R&D),차세대 네트워크(6G)산업 기술개발,20600.0,84860.0,104120.0
183,과학기술정보통신부,차세대 네트워크(6G)산업 기술개발(R&D),차세대 네트워크 (6G) 사업단 운영,400.0,2098.0,2634.0
184,과학기술정보통신부,차세대생성AI기술개발(R&D),차세대생성AI기술개발(R&D),4000.0,4000.0,4000.0
185,과학기술정보통신부,차세대지능형반도체기술개발(설계)(R&D),차세대지능형반도체,,27927.0,18941.3
185,과학기술정보통신부,차세대지능형반도체기술개발(설계)(R&D),기술개발(설계),,,0.7
186,과학기술정보통신부,첨단신약 타겟 발굴 검증 및 기반기술 개발(R&D),첨단신약 타겟발굴 및 검증지원,,,1875.0
186,과학기술정보통신부,첨단신약 타겟 발굴 검증 및 기반기술 개발(R&D),디지털 융합첨단신약기술 개발,,,900.0
186,과학기술정보통신부,첨단신약 타겟 발굴 검증 및 기반기술 개발(R&D),신규 모달리티 핵심기술개발,,,900.0
187,과학기술정보통신부,초거대AI 클라우드팜 실증 및 AI 확산 환경조성,초거대AI 인프라 구성,1600.0,1600.0,1440.0
187,과학기술정보통신부,초거대AI 클라우드팜 실증 및 AI 확산 환경조성,초거대AI 융합플랫폼 실증,2000.0,2000.0,1800.0
187,과학기술정보통신부,초거대AI 클라우드팜 실증 및 AI 확산 환경조성,산학연 협력생태계조성,400.0,400.0,360.0
188,과학기술정보통신부,초거대산업AI연구지원(R&D),초거대산업AI연구지원(R&D),,,4500.0
189,과학기술정보통신부,초고층 복합시설 복합재난관리 디지털플랫폼 기술개…,인공지능기반 복합재난관리 통합 플랫폼 기술개발,,,2000.0
190,과학기술정보통신부,최고급AI해외인재유치지원(R&D),최고급AI해외인재,,10000.0,10000.0
191,과학기술정보통신부,치매의료기술연구개발사업(R&D),차세대 치매연구 및 기술개발,,,1650.0
192,과학기술정보통신부,칩렛 기반 저전력 온디바이스 AI 반도체 기술개발(R&D),칩렛기반저전력온디바이스AI반도체기술개발,,4000.0,5330.0
193,과학기술정보통신부,컴퓨팅자원 집중형 인공지능 응용 기술개발(R&D),컴퓨팅자원 집중형 인공지능 응용 기술개발(R&D),,,4500.0
194,과학기술정보통신부,클라우드컴퓨팅산업육성(정보화),클라우드 서비스 활성화 및 기업경쟁력 강화,40753.0,22353.0,8993.0
194,과학기술정보통신부,클라우드컴퓨팅산업육성(정보화),공공부문 클라우드도입 촉진,29855.0,14608.0,4473.0
194,과학기술정보통신부,클라우드컴퓨팅산업육성(정보화),클라우드 신뢰성 확보 및 이용자 보호,5093.0,2547.0,1534.0
195,과학기술정보통신부,피지컬AI선도기술개발(R&D),피지컬AI선도기술개발(R&D),,,15000.0
196,과학기술정보통신부,한국건설기술연구원연구운영비지원(R&D),한국건설기술연구원연구운영비지원(R&D),59281.0,66604.0,86433.0
197,과학기술정보통신부,한국과학기술연구원 연구 운영비 지원(R&D),한국과학기술연구원 연구 운영비 지원(R&D),183622.0,203744.0,244008.0
198,과학기술정보통신부,한국과학기술원 연구 운영비 지원(R&D),한국과학기술원 연구 운영비 지원(R&D),207269.0,233356.0,297077.0
199,과학기술정보통신부,한국과학기술정보연구원 연구 운영비 지원(R&D),한국과학기술정보연구원 연구 운영비 지원(R&D),91758.0,102966.0,112476.0
200,과학기술정보통신부,한국기계연구원 연구운영비 지원(R&D),한국기계연구원연구운영비지원(R&D),62229.0,70042.0,85485.0
201,과학기술정보통신부,한국기초과학지원연구원 연구 운영비 지원(R&D),한국기초과학지원연구원 연구 운영비 지원(R&D),64251.0,75726.0,79917.0
202,과학기술정보통신부,한국뇌연구원 연구운영비 지원(R&D),한국뇌연구원 연구운영비 지원(R&D),34814.0,37984.0,40369.0
203,과학기술정보통신부,한국산업은행 출자(AI컴퓨팅 인프라 확충),AI컴퓨팅 인프라 확충,,21000.0,11800.0
204,과학기술정보통신부,한국생명공학연구원 연구 운영비 지원(R&D),한국생명공학연구원 연구 운영비 지원(R&D),82763.0,94484.0,105590.0
205,과학기술정보통신부,한국생산기술연구원 연구운영비지원(R&D),한국생산기술연구원연구운영비지원(R&D),106779.0,116405.0,149825.0
206,과학기술정보통신부,한국식품연구원 연구운영비 지원(R&D),한국식품연구원연구운영비지원(R&D),39473.0,44029.0,49548.0
207,과학기술정보통신부,한국에너지기술연구원연구운영비 지원(R&D),한국에너지기술연구원연구운영비지원(R&D),75171.0,83524.0,93927.0
208,과학기술정보통신부,한국원자력연구원 연구 운영비 지원(R&D),한국원자력연구원 연구 운영비 지원(R&D),142460.0,154061.0,171326.0
209,과학기술정보통신부,한국재료연구원 연구운영비 지원(R&D),한국재료연구원연구운영비지원(R&D),45291.0,47636.0,56196.0
210,과학기술정보통신부,한국전자통신연구원 연구운영비 지원(R&D),한국전자통신연구원연구운영비지원(R&D),98770.0,112587.0,169219.0
211,과학기술정보통신부,한국지질자원연구원연구운영비지원(R&D),한국지질자원연구원연구운영비지원(R&D),83293.0,96119.0,103475.0
212,과학기술정보통신부,한국철도기술연구원 연구운영비 지원(R&D),한국철도기술연구원연구운영비지원(R&D),51604.0,57455.0,64378.0
213,과학기술정보통신부,한국표준과학연구원 연구 운영비 지원(R&D),한국표준과학연구원 연구 운영비 지원(R&D),86285.0,97218.0,110909.0
214,과학기술정보통신부,한국핵융합 에너지연구원 연구 운영비 지원(R&D),한국핵융합에너지연구원 연구 운영비지원(R&D),85418.0,95657.0,96122.0
215,과학기술정보통신부,한국화학연구원연구운영비 지원(R&D),한국화학연구원연구운영비지원(R&D),74493.0,83863.0,99509.0
216,과학기술정보통신부,해양문화도시 기반의 에이지테크 실증거점 조성,해양문화도시 기반의 에이지테크실증거점 조성,,,3000.0
217,과학기술정보통신부,"해킹바이러스 대응체계 고도화(정보화,출연)",사이버공격탐지·대응체계 운영,35132.0,49099.0,33039.0
217,과학기술정보통신부,"해킹바이러스 대응체계 고도화(정보화,출연)",사이버위협공유·협력체계 운영,9669.0,6561.0,2861.0
217,과학기술정보통신부,"해킹바이러스 대응체계 고도화(정보화,출연)",사이버공격예방체계 운영,17324.0,15925.0,17052.0
217,과학기술정보통신부,"해킹바이러스 대응체계 고도화(정보화,출연)",보안 취약점 클리닝서비스 운영,,2000.0,2000.0
217,과학기술정보통신부,"해킹바이러스 대응체계 고도화(정보화,출연)",사이버침해 사고조사 분석체계 강화,,,8300.0
218,과학기술정보통신부,협업지능 피지컬AI 기반 SW플랫폼 연구개발 생태계…,협업지능 피지컬AI기반 SW플랫폼 연구 개발 생태계 조성(R&D),,,76666.0
219,관세청,관세행정 정보관리(정보화),국가관세망노후장비 교체,27279.0,21373.0,19315.0
219,관세청,관세행정 정보관리(정보화),시스템 구축,5949.0,9224.0,12088.0
219,관세청,관세행정 정보관리(정보화),국가관세망 운영,11260.0,,
219,관세청,관세행정 정보관리(정보화),관세정보시스템 운영(출연),,936.0,
219,관세청,관세행정 정보관리(정보화),관세정보시스템 유지관리(출연),8794.0,8045.0,7926.0
219,관세청,관세행정 정보관리(정보화),행정정보시스템 유지관리,10574.0,9427.0,9212.0
219,관세청,관세행정 정보관리(정보화),전산장비 도입,5992.0,5436.0,5761.0
219,관세청,관세행정 정보관리(정보화),세관 정보화 지원,9300.0,9197.0,8827.0
220,교육부,4단계 두뇌한국21 사업,4단계 두뇌한국,21.0,522478.0,533066.0
220,교육부,4단계 두뇌한국21 사업,이공 우수인재성장경로 지원,,,8480.0
221,교육부,AI 디지털 유니버시티 혁신교육 플랫폼 구축(정보화),AI 디지털,,305.0,198.1
221,교육부,AI 디지털 유니버시티 혁신교육 플랫폼 구축(정보화),유니버시티,,,0.6
221,교육부,AI 디지털 유니버시티 혁신교육 플랫폼 구축(정보화),혁신교육 플랫폼,,,0.6
221,교육부,AI 디지털 유니버시티 혁신교육 플랫폼 구축(정보화),구축(정보화),,,0.6
222,교육부,가상실험실습 학습콘텐츠 공유 플랫폼 구축(정보화),가상실험실습학습콘텐츠 공유 플랫폼 구축(정보화),351.0,1673.0,2064.0
222,교육부,가상실험실습 학습콘텐츠 공유 플랫폼 구축(정보화),신체 및 재산상의 위해를 방지하기 위한 법적ㆍ윤리적 기준에 관한 교육이 포함되어야 한다,1.0,5.0,
223,교육부,국립대학육성사업,국립대학육성사업,572200.0,424300.0,843050.0
223,교육부,국립대학육성사업,AI 거점대학,,,30500.0
224,교육부,대학생 AI 기본 교육 지원,대학 AI 기본교육과정 개발 지원,,,6360.0
224,교육부,대학생 AI 기본 교육 지원,교원양성기관교육과정 개발 지원,,,2480.0
224,교육부,대학생 AI 기본 교육 지원,대학(원) 대상 AI 융복합(AI+X) 교육과정 확산 및 산업‧기업 수요에 기반한 AI 교육‧연구 지원을 통해 AI 인재 양성 지원,,,
225,교육부,대학정보공시 제도 운영(정보화),공시정보 조사 및 제도 운영,1557.0,1649.0,1344.0
225,교육부,대학정보공시 제도 운영(정보화),통합시스템 운영,1379.0,1167.0,9187.0
226,교육부,산학연협력 고도화 지원,첨단산업 인재양성부트캠프,63000.0,68250.0,134175.0
226,교육부,산학연협력 고도화 지원,첨단산업 특성화대학 재정지원,117500.0,116700.0,120900.0
226,교육부,산학연협력 고도화 지원,첨단분야 인턴십 지원,4130.0,,4130.0
226,교육부,산학연협력 고도화 지원,첨단분야 글로벌 교육과정 운영,756.0,,756.0
226,교육부,산학연협력 고도화 지원,반도체공동연구소연합교육과정,1900.0,,1900.0
226,교육부,산학연협력 고도화 지원,산학연협력 기반조성 및 성과확산,600.0,,600.0
226,교육부,산학연협력 고도화 지원,첨단분야 혁신융합대학,201001.0,,
226,교육부,산학연협력 고도화 지원,대학 창의적자산 실용화 지원(BRIDGE3.0),21000.0,,
226,교육부,산학연협력 고도화 지원,대학 산학협력단지 조성 지원,14000.0,,
226,교육부,산학연협력 고도화 지원,산학협력 인프라 구축,1464.0,1464.0,
226,교육부,산학연협력 고도화 지원,조기취업형 계약학과 선도대학 육성,25800.0,,
227,교육부,소프트웨어인재양성기반구축,소프트웨어인재,1962.0,1962.0,1961.0
227,교육부,소프트웨어인재양성기반구축,양성기반구축,,,1.0
228,교육부,학생교육 교류 지원,국비유학생선발파견,5490.0,6545.0,6111.4
228,교육부,학생교육 교류 지원,한일교육교류협력,5687.0,5235.0,3876.8
228,교육부,학생교육 교류 지원,한국유학홍보,2053.0,1643.0,1431.4
228,교육부,학생교육 교류 지원,청소년교류지원,571.0,631.0,500.1
228,교육부,학생교육 교류 지원,국비유학생 선발ㆍ파견 : 61명 선발ㅇ 한일교육교류협력,,,
228,교육부,학생교육 교류 지원,한일공동이공계 학부유학생 선발·파견 : 371명 관리,,,
228,교육부,학생교육 교류 지원,한일공동고등교육 유학생 교류사업 선발·관리 : 224명ㅇ 한국유학홍보,,,
228,교육부,학생교육 교류 지원,"온라인 기반 박람회 총 13회 운영, 국제교육전·컨퍼런스 참가·지원 5회",,,
228,교육부,학생교육 교류 지원,차세대 한국유학종합시스템 구축(1차년도)ㅇ 중고생교류지원 : 208명 상호 교류 (10월~11월 중 3회),2023.0,,1762.4
228,교육부,학생교육 교류 지원,국비유학생 선발ㆍ파견 : 68명 선발ㅇ 한일교육교류협력,,,
228,교육부,학생교육 교류 지원,한일공동이공계 학부유학생 선발·파견 : 203명 관리,,,
228,교육부,학생교육 교류 지원,한일공동고등교육 유학생 교류사업 선발·관리 : 224명ㅇ 한국유학홍보,,,
228,교육부,학생교육 교류 지원,"온·오프 연계 해외 한국유학박람회 개최·운영 총 12회, 국제교육전·컨퍼런스 참가·지원 7회",,,
228,교육부,학생교육 교류 지원,국비유학생 선발ㆍ파견 : 58명 선발ㅇ 한일교육교류협력,,,
228,교육부,학생교육 교류 지원,한일공동이공계 학부유학생 선발·파견 : 72명 관리,,,
228,교육부,학생교육 교류 지원,한일공동고등교육 유학생 교류사업 선발·관리 : 218명,,,
228,교육부,학생교육 교류 지원,한일미래인재초청사업 선발·관리 : 165명(직업계고 방일 50명 제외)ㅇ 한국유학홍보,,,
228,교육부,학생교육 교류 지원,"온·오프 연계 해외 한국유학박람회 개최·운영 총 23회, 국제교육전·컨퍼런스 참가·지원 6회",,,
228,교육부,학생교육 교류 지원,국비유학생 선발ㆍ파견 : 60명 선발ㅇ 한일교육교류협력,,,
228,교육부,학생교육 교류 지원,한일공동이공계 학부유학생 선발·파견 : 72명 관리,,,
228,교육부,학생교육 교류 지원,한일공동고등교육 유학생 교류사업 선발·관리 : 226명,,,
228,교육부,학생교육 교류 지원,"한일미래인재초청사업 선발·관리 : 117명(전문학사 17명, 교환학생프로그램 100명)",,,
228,교육부,학생교육 교류 지원,한일미래인재초청사업(직업계고 학생교류): 46명(방일 50명 제외)ㅇ 한국유학홍보(‘25. 7말 기준),,,
228,교육부,학생교육 교류 지원,교육부는 ‘한일교육교류협력사업’과 관련하여 상호호혜의 원칙 하에다. 최근 4년간 결산내역1) 결산표,,,
229,교육부,한국장학재단 출연,취업 후 상환 학자금대출 채권이자,209883.0,224733.0,227267.0
229,교육부,한국장학재단 출연,일반상환 학자금대출 채권 이차보전,26684.0,46500.0,51451.0
229,교육부,한국장학재단 출연,일반상환 학자금대출 추가지원,9919.0,11254.0,11777.0
229,교육부,한국장학재단 출연,학자금대출 손실보전금,27489.0,27315.0,28532.0
229,교육부,한국장학재단 출연,고유사업비,42118.0,41854.0,43993.0
229,교육부,한국장학재단 출연,일반상환학자금대출 이차보전,699.0,,19257.7
229,교육부,한국장학재단 출연,일반상환학자금대출 군이자면제,,,27.6
229,교육부,한국장학재단 출연,일반상환학자금대출 특별상환유예,,,27.6
229,교육부,한국장학재단 출연,취업후상환학자금대출 대납이자,1372.0,,37799.1
229,교육부,한국장학재단 출연,일반상환학자금대출 군이자면제,,,27.6
229,교육부,한국장학재단 출연,고유사업비,,,27.6
229,교육부,한국장학재단 출연,일반상환학자금대출 이차보전,30.0,,826.5
229,교육부,한국장학재단 출연,일반상환학자금대출 특별상환유예,,,27.6
230,교육부,한국형 온라인 공개강좌 콘텐츠 개발 및 활용 활성화,한국형 온라인 공개강좌(K-MOOC)운영,15609.0,12818.0,15660.0
230,교육부,한국형 온라인 공개강좌 콘텐츠 개발 및 활용 활성화,매치업 운영,3792.0,,1981.2
230,교육부,한국형 온라인 공개강좌 콘텐츠 개발 및 활용 활성화,성인의 디지털 역량 강화 지원,,4150.0,2168.3
230,교육부,한국형 온라인 공개강좌 콘텐츠 개발 및 활용 활성화,(국내외 석학 강의 제작),,,0.5
231,국가데이터처,통계DB통합 및 포털서비스(정보화),통계정보포털시스템 운영,3932.0,3480.0,3480.0
231,국가데이터처,통계DB통합 및 포털서비스(정보화),통계정보포털시스템 개선,1787.0,882.0,641.0
231,국가데이터처,통계DB통합 및 포털서비스(정보화),통계메타데이터 구축,,,549.0
232,국가데이터처,통계교육지원,교육과정 운영,909.0,864.0,800.0
232,국가데이터처,통계교육지원,이러닝 교육,294.0,294.0,546.0
232,국가데이터처,통계교육지원,통계교육활성화,400.0,343.0,343.0
232,국가데이터처,통계교육지원,전산시스템 운영,414.0,414.0,459.0
233,국가데이터처,통계데이터 분석 및 활용 지원(정보화),통계데이터센터운영,3750.0,5779.0,5654.0
233,국가데이터처,통계데이터 분석 및 활용 지원(정보화),데이터융복합관리체계운영,2797.0,2905.0,3133.0
233,국가데이터처,통계데이터 분석 및 활용 지원(정보화),행정자료통합관리,547.0,599.0,513.0
233,국가데이터처,통계데이터 분석 및 활용 지원(정보화),빅데이터시스템운영,646.0,580.0,610.0
233,국가데이터처,통계데이터 분석 및 활용 지원(정보화),개인정보영향평가,,453.0,
233,국가데이터처,통계데이터 분석 및 활용 지원(정보화),AI기반 정보보호 신기술 프로그램 구축,,,907.0
233,국가데이터처,통계데이터 분석 및 활용 지원(정보화),국가데이터 거버넌스 추진,430.0,,430.0
234,국가데이터처,통계센터 및 교육시설 운영,통계센터,5467.0,5537.0,5840.0
234,국가데이터처,통계센터 및 교육시설 운영,AI·디지털 학습관,,706.0,983.0
234,국가데이터처,통계센터 및 교육시설 운영,제주분원,2251.0,119.0,119.0
235,국가데이터처,통계연구개발지원,연구기획운영,444.0,437.0,425.0
235,국가데이터처,통계연구개발지원,자체수요과제,702.0,707.0,777.0
235,국가데이터처,통계연구개발지원,연구사업수행,344.0,232.0,362.0
236,국가유산청,국가유산 지능형 첨단보존 기술개발(R&D),국가유산 스마트 고도화 기술개발,2929.0,,2929.0
236,국가유산청,국가유산 지능형 첨단보존 기술개발(R&D),국가유산 디지털 보존영역 확대 및표준화,1321.0,,1321.0
236,국가유산청,국가유산 지능형 첨단보존 기술개발(R&D),연구개발사업 관리,170.0,,170.0
